,Laconia(New Hampshire),Rutland(Vermont),Scranton(Pennsylvania),Alexandria(Virginia),Murfreesboro(Tennessee),Baltimore(Maryland),Johnson City(Tennessee),Worcester(Massachusetts),Philadelphia(Pennsylvania),Fort Wayne(Indiana),Gary(Indiana),Ann Arbor(Michigan),Hartford(Connecticut),Dover(Delaware),Montgomery(Alabama),Lafayette(Indiana),Lafayette(Louisiana),Memphis(Tennessee),Norfolk(Virginia),New Orleans(Louisiana),Harrisburg(Pennsylvania),Bloomington(Indiana),Hamilton(New Jersey),Charlottesville(Virginia),Montpelier(Vermont),Johnstown(Pennsylvania),Milwaukee(Wisconsin),Manassas(Virginia),Cleveland(Ohio),Providence(Rhode Island),Greensboro(North Carolina),Nashville(Tennessee),Panama City(Florida),Troy(New York),Fayetteville-A(Arkansas),Erie(Pennsylvania),New Haven(Connecticut),Saginaw(Michigan),Reading(Pennsylvania),Bridgeport(Connecticut),Springdale(Arkansas),Syracuse(New York),Sanford(Maine),Cumberland(Maryland),Gaithersburg(Maryland),Buffalo(New York),Columbia-SC(South Carolina),Charleston(West Virginia),Youngstown(Ohio),Clarksburg(West Virginia),Lansing(Michigan),Owensboro(Kentucky),Springfield-I(Illinois),Nashua(New Hampshire),Burlington(Vermont),Raleigh(North Carolina),Bloomington(Illinois),Manchester(New Hampshire),Pittsfield(Massachusetts),Rochester(New Hampshire),Annapolis(Maryland),New Bern (North Carolina),Bowling Green(Kentucky),Michigan City(Michigan),Warwick(Rhode Island),Westbrook(Maine),New Bedford(Massachusetts),Stamford(Connecticut),Chelsea(Massachusetts),Birmingham(Alabama),Southaven(Mississippi),Fayetteville(North Carolina),Savannah(Georgia),Atlantic City(New Jersey),Lynchburg(Virginia),Augusta(Maine),New Rochelle(New York),Knoxville(Tennessee),Monroe(Louisiana),Elizabethtown(Kentucky),St. Louis(Missouri),Mobile(Alabama),Florence(Kentucky),York(Pennsylvania),Rockville(Maryland),South Bend(Indiana),Washington(DC),Valdosta(Georgia),Lewiston(Maine),Miami(Florida),Columbia(Maryland),Summerville(South Carolina),Akron(Ohio),Tonawanda(New York),Carmel(Indiana),Springfield(Massachusetts),Auburn(Maine),Jersey City(New Jersey),Greenville(South Carolina),Lexington(Kentucky),Evansville(Indiana),Richmond(Virginia),Frankfort(Kentucky),Columbus(Ohio),Blacksburg(Virginia),St. Petersburg(Florida),JacksonM(Mississippi),Keene(New Hampshire),Kenosha(Wisconsin),Allentown(Pennsylvania),Grand Rapids(Michigan),Tallahassee(Florida),Portsmouth(New Hampshire),Pittsburgh(Pennsylvania),Quincy(Massachusetts),Lancaster(Pennsylvania),Hagerstown(Maryland),Salisbury(Maryland),Wilmington-D(Delaware),Woodbridge(New Jersey),Jackson(Tennessee),Wheeling(West Virginia),Orlando(Florida),Biddeford(Maine),Conway(Arkansas),Portland(Maine),Bentonville(Arkansas),Dayton(Ohio),Jacksonville(Florida),Silver Spring(Maryland),Binghamton(New York),Jonesboro(Arkansas),Tampa(Florida),Concord(New Hampshire),Newport(Rhode Island),Winooski(Vermont),Kalamazoo(Michigan),Chicago(Illinois),Traverse city (Michigan),Tuscaloosa(Alabama),Springfield-M(Missouri),Hattiesburg(Mississippi),Winston-Salem(North Carolina),Champaign(Illinois),Durham(North Carolina),Dothan(Alabama),Utica(New York),Virginia Beach(Virginia),Baton Rouge(Louisiana),Rockford(Illinois),Cambridge(Massachusetts),Middletown(New Jersey),Biloxi(Mississippi),El Dorado(Arkansas),Jefferson City(Missouri),Toledo(Ohio),Cape Coral(Florida),Wilmington(North Carolina),Charlotte(North Carolina),Hilton Head Island(South Carolina),Blue Springs (Missouri),New York City(New York),Weirton(West Virginia),Chattanooga(Tennessee),Terre Haute(Indiana),Newark(New Jersey),Gainesville(Florida),Bossier City(Louisiana),Paterson(New Jersey),Cincinnati(Ohio),Morgantown(West Virginia),Yonkers(New York),Huntington(West Virginia),Flint(Michigan),Lebanon(New Hampshire),Kingsport(Tennessee),Louisville(Kentucky),Lake Charles(Louisiana),Albany(New York),Lorain(Ohio),Trenton(New Jersey),Indianapolis(Indiana),Brockton(Massachusetts),Huntsville(Alabama),Bangor(Maine),Shreveport(Louisiana),Mount Vernon(New York),Fall River(Massachusetts),Martinsburg(West Virginia),Atlanta(Georgia),Little Rock(Arkansas),Boston(Massachusetts),Peoria(Illinois),Tupelo(Mississippi),Seaford(Delaware),Parkersburg(West Virginia),Macon(Georgia),Sheboygan(Wisconsin),Muncie(Indiana),Detroit(Michigan)
Jackson(Tennessee),inf,inf,inf,1363.0,251.0,inf,666.0,inf,inf,inf,inf,inf,inf,inf,568.0,inf,inf,131.0,1401.0,1266.0,1917.2,inf,2031.3,1165.0,inf,2127.0,inf,1297.0,2449.0,inf,938.1,211.0,871.0,2440.2,670.0,2395.2,2900.8999999999996,2859.0,1969.0,2926.8999999999996,683.0,2327.2,2829.2,1996.0,1831.0,2525.0,952.0,1146.0,2021.0,1349.0,2277.0,431.0,1124.0,2469.0,2355.0,1062.0,1061.0,2438.0,2164.0,2472.0,1756.0,1246.0,315.0,982.7,2406.6,2551.0,2425.0,2283.7,2387.2,421.0,154.0,1095.1,1087.0,1992.0,1081.0,2639.0,2196.0,496.0,671.0,431.0,764.0,766.0,638.0,1724.0,1390.7,1001.0,1359.0,1025.0,2437.0,1741.0,1410.3,1095.0,1032.0,1431.7,805.0,2037.0,2381.5,1750.4,786.0,567.0,495.0,1253.0,564.0,831.0,888.0,1456.0,472.0,2094.4,1087.9,1584.0,1176.7,905.0,2184.9,1128.0,2106.7,1511.0,1329.0,1527.4,1507.4,1673.4,0.0,1037.0,1318.0,2236.7,414.0,2274.7999999999997,706.0,745.0,1170.0,1335.4,1652.0,253.0,1348.0,2158.5,2019.5,2102.0,1118.0,984.9,1401.7,521.0,601.0,614.0,893.0,808.0,1025.0,738.0,1701.0,1371.0,737.0,1104.0,2088.5,1707.4,734.0,553.0,823.0,984.0,1539.0,1209.0,888.0,1154.0,857.0,1719.7,1072.0,420.0,674.0,1700.4,1145.0,702.0,1713.4,658.0,1100.0,1752.8,768.0,1233.0,2070.0,653.0,498.0,941.0,1846.0,1031.0,1613.4,682.0,2100.5,386.0,2476.7,710.0,1755.6000000000001,2054.2,1315.0,603.0,361.0,2083.5,953.0,292.0,1505.4,932.0,739.0,1227.9,771.0,1077.0
Wheeling(West Virginia),inf,inf,568.0,830.0,inf,490.0,743.0,inf,582.0,460.0,673.0,521.0,inf,691.0,1643.0,587.0,inf,1529.0,857.0,2341.0,418.0,580.0,651.3,648.0,inf,199.0,874.9,474.0,305.0,inf,818.0,1198.0,1858.0,895.0,2068.0,297.0,1355.7,660.0,509.0,1381.7,2081.0,695.0,1284.0,232.0,411.0,449.0,1106.0,263.0,347.0,152.0,626.0,835.0,883.0,1257.0,1143.0,898.0,820.0,1226.0,974.8,1260.0,487.0,1082.0,951.0,662.0,1217.3999999999999,1339.0,1235.8,1101.7,1198.0,1265.0,1412.0,975.0,1434.0,682.0,630.0,1427.0,954.0,913.0,1929.0,989.0,1040.0,1641.0,399.0,447.0,419.0,604.0,450.4,1640.0,1385.0,2214.0,442.0,1249.0,207.7,468.7,525.0,1066.8,1388.5,694.5,940.0,513.0,732.0,627.0,508.0,206.0,485.0,1827.0,1437.0,1074.5,825.9,546.0,725.7,1520.0,1165.0,91.0,1086.8,474.0,341.0,615.0,579.0,697.0,1037.0,0.0,1696.0,1224.0,1443.0,1262.1,1508.0,319.0,1470.0,438.0,663.0,1282.0,1792.0,1145.8,1006.8,1143.0,655.0,722.9,899.7,1136.0,1350.0,1564.0,688.0,690.0,820.0,1353.0,772.0,789.0,1702.0,867.9,1075.8,731.0,1523.0,1582.0,1215.0,426.7,1948.0,1040.1,765.0,1176.0,1372.0,707.0,48.7,962.0,612.0,678.0,1586.0,1731.0,692.0,379.0,116.0,731.4,307.0,601.7,1111.0,720.0,539.0,1906.0,889.0,299.7,637.0,487.0,1087.8,1008.0,1464.0,1739.0,739.1,1041.5,337.0,1145.0,1390.0,1070.8,835.0,1321.0,602.0,143.0,1281.0,965.9,570.0,519.7
Orlando(Florida),inf,inf,inf,2547.0,1447.0,inf,1850.0,inf,inf,inf,inf,inf,inf,inf,750.0,inf,inf,1565.0,2385.0,1064.0,2901.2,inf,3015.3,2149.0,inf,3111.0,inf,2281.0,3433.0,inf,1922.1,1107.0,569.0,3336.2,1980.0,3291.2,3796.8999999999996,3755.0,2865.0,3822.8999999999996,1993.0,3223.2,3725.2,2892.0,2727.0,3421.0,1159.0,2002.0,2877.0,2205.0,3133.0,1327.0,2020.0,3357.2,3243.2,1535.0,1957.0,3326.2,3060.0,3360.2,2311.0,1623.0,1211.0,1878.7,3302.6,3439.2,3321.0,3179.7,3283.2,897.0,1421.0,1430.0,453.0,2217.0,1270.0,3149.2,2676.2,1237.0,1346.0,1327.0,1660.0,809.0,1534.0,2054.0,1602.7,1897.0,1571.0,366.0,2774.6,376.0,1622.3,688.0,1928.0,2327.7,1701.0,2448.4,2770.1,1954.4,947.0,1463.0,1391.0,1385.0,1460.0,1727.0,1211.0,170.0,1108.0,2334.4,1983.9,1858.4,2072.7,413.0,2424.9,1787.0,2346.7,1755.5,1670.8,1756.0,1747.4,1913.4,1318.0,1696.0,0.0,2476.7,1584.0,2514.7999999999997,1876.0,1641.0,226.0,1575.4,2044.6,1563.0,136.0,2398.5,2259.5,2482.7,2014.0,1880.9,2297.7,917.0,1911.0,961.0,1061.0,1704.0,1147.0,580.0,2204.6,1557.0,1158.0,2000.0,2328.5,1947.4,920.0,1415.0,1874.0,1880.0,252.0,978.0,931.0,520.0,2031.0,1959.7,1740.0,916.0,1570.0,1940.4,190.0,1462.0,1953.4,1554.0,1687.0,1992.8,1515.0,2129.0,2426.2,1181.7,1394.0,1362.0,2222.8,1927.0,1853.4,1578.0,2340.5,1057.0,2716.7,1468.0,1995.6000000000001,2294.2,1633.0,733.0,1531.0,2323.5,1849.0,1336.0,1745.4,1558.0,608.0,2123.9,1667.0,1973.0
Biddeford(Maine),113.2,284.2,inf,inf,inf,inf,inf,220.2,inf,inf,inf,inf,325.2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,299.2,inf,inf,inf,inf,236.5,inf,inf,inf,419.2,3518.3999999999996,1047.2,388.2,1622.2,905.2,414.2,3531.3999999999996,661.2,30.2,1173.2,1138.4,895.2,2255.3999999999996,1543.2,1332.2,1352.2,1588.2,2095.2,2043.2,162.0,368.2,1888.4,1980.2,133.0,368.2,94.1,1119.4,2072.4,2211.2,1762.2,254.1,36.2,245.0,447.2,145.0,2525.2,2672.2,1993.4,2583.3999999999996,1046.2,1766.4,127.1,481.9,2193.2,3189.2,2249.2,2207.2,2901.2,1728.2,982.4000000000001,1130.4,1646.2,1132.8,2549.8,82.0,3030.8,1101.3,2007.8,1275.2,891.2,1738.2,292.5,80.0,529.5,1723.9,1736.5,2002.2,1098.9,1778.2,1442.2,1355.9,2614.9,2595.9,202.2,1904.8000000000002,678.0,1695.2,2443.9,59.0,1133.0,168.5,786.0,933.0,915.0,736.5,563.3,2236.7,1224.0,2476.7,0.0,2645.7,38.1,2714.2,1543.0,2250.7,901.3,651.2,2484.7,2572.7,115.2,273.2,363.2,1641.2,1801.8,1869.2,2287.7,2556.2,2629.7,1436.6999999999998,1898.2,1334.6999999999998,2379.7,580.2,1147.3,2826.7,1946.8,153.5,598.5,2588.7,2784.7,2421.2,1396.2,2728.7,1570.6999999999998,1553.6999999999998,1956.7,2578.2,517.0,1191.0,1918.7,1836.0,546.0,2366.7,2933.7,534.0,1603.0,1158.0,494.59999999999997,1490.0,1571.2,203.2,1583.6999999999998,1763.0,3030.7,433.2,1257.6,623.3,1711.0,189.9,2093.7,240.0,2941.7,487.0,235.2,970.8,1950.7,2592.7,153.2,2043.2,2523.7,870.3,1335.0,2086.7,2044.8,1670.2,1489.2
Conway(Arkansas),inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,283.0,1804.0,1796.0,2320.2,inf,2434.3,1568.0,inf,2530.0,inf,1700.0,2852.0,inf,1341.1,617.0,1277.0,2843.2,259.0,2798.2,3303.8999999999996,3262.0,2372.0,3329.8999999999996,272.0,2730.2,3232.2,2399.0,2234.0,2928.0,1432.0,1549.0,2424.0,1752.0,2680.0,837.0,1530.0,2875.0,2761.0,1465.0,1467.0,2844.0,2570.0,2878.0,2159.0,1649.0,721.0,1388.7,2812.6,2957.0,2831.0,2689.7,2793.2,827.0,306.0,1498.1,1493.0,2395.0,1484.0,3045.0,2602.0,901.0,348.0,837.0,1170.0,918.0,1044.0,2130.0,1793.7,1407.0,1762.0,1431.0,2843.0,2087.0,1813.3,1500.0,1438.0,1837.7,1211.0,2443.0,2787.5,2153.4,1191.0,973.0,901.0,1656.0,970.0,1237.0,1297.0,1792.0,476.0,2503.4,1493.9,1990.0,1582.7,1171.0,2593.9,1534.0,2515.7,1917.0,1735.0,1936.4,1916.4,2082.4,414.0,1443.0,1584.0,2645.7,0.0,2683.7999999999997,295.0,1151.0,1436.0,1744.4,2058.0,211.0,1614.0,2567.5,2428.5,2508.0,1524.0,1390.9,1807.7,777.0,453.0,623.0,1296.0,1214.0,1428.0,1043.0,2107.0,1780.0,647.0,1510.0,2497.5,2116.4,744.0,240.0,675.0,1390.0,1805.0,1614.0,1293.0,1560.0,709.0,2128.7000000000003,1478.0,821.0,1080.0,2109.4,1411.0,389.0,2122.4,1064.0,1506.0,2161.8,1174.0,1639.0,2476.0,1062.0,904.0,662.0,2252.0,1437.0,2022.4,1088.0,2509.5,791.0,2885.7,397.0,2164.6,2463.2,1721.0,1004.0,53.0,2492.5,1359.0,444.0,1914.4,1338.0,1140.0,1633.9,1177.0,1483.0
Portland(Maine),139.0,310.0,inf,inf,inf,inf,inf,258.3,inf,inf,inf,inf,363.3,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,325.0,inf,inf,inf,inf,274.6,inf,inf,inf,445.0,3544.2,1073.0,426.3,1648.0,931.0,452.3,3557.2,687.0,56.0,1199.0,1164.2,921.0,2281.2,1569.0,1358.0,1378.0,1614.0,2121.0,2069.0,200.0,394.0,1914.2,2006.0,168.5,406.3,132.2,1145.2,2098.2,2237.0,1788.0,292.2,12.1,283.1,485.3,183.1,2551.0,2698.0,2019.2,2609.2,1072.0,1792.2,89.0,520.0,2219.0,3215.0,2275.0,2233.0,2927.0,1754.0,1008.2,1156.2,1672.0,1158.6,2575.6,57.5,3056.6,1127.1,2033.6,1301.0,917.0,1764.0,330.6,54.0,567.6,1762.0,1774.6,2028.0,1137.0,1804.0,1468.0,1394.0,2653.0,2634.0,228.0,1930.6,716.1,1721.0,2482.0,97.1,1171.1,206.6,824.1,971.1,953.1,774.6,601.4,2274.7999999999997,1262.1,2514.7999999999997,38.1,2683.7999999999997,0.0,2740.0,1581.0,2288.7999999999997,939.4,677.0,2522.7999999999997,2610.7999999999997,141.0,311.3,389.0,1667.0,1827.6,1895.0,2325.7999999999997,2582.0,2667.7999999999997,1474.7999999999997,1924.0,1372.7999999999997,2417.7999999999997,606.0,1185.3999999999999,2864.7999999999997,1972.6,191.6,636.6,2626.7999999999997,2822.7999999999997,2447.0,1422.0,2766.7999999999997,1608.7999999999997,1591.7999999999997,1994.8,2604.0,555.1,1229.1,1956.8,1874.0,584.1,2404.7999999999997,2971.7999999999997,572.1,1641.0,1196.1,532.6999999999999,1528.1,1597.0,229.0,1621.7999999999997,1801.0,3068.7999999999997,459.8,1283.4,661.4,1749.0,228.0,2131.7999999999997,208.0,2979.7999999999997,525.1,273.29999999999995,1008.9,1988.8,2630.7999999999997,191.29999999999998,2069.0,2561.7999999999997,908.4,1373.1,2124.7999999999997,2070.6,1696.0,1515.0
Bentonville(Arkansas),inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,575.0,2096.0,2088.0,2612.2,inf,2726.3,1860.0,inf,2822.0,inf,1992.0,3144.0,inf,1633.1,909.0,1569.0,3135.2,42.4,3090.2,3595.8999999999996,3554.0,2664.0,3621.8999999999996,29.4,3022.2,3524.2,2691.0,2526.0,3220.0,1724.0,1841.0,2716.0,2044.0,2972.0,1129.0,1822.0,3167.0,3053.0,1757.0,1759.0,3136.0,2862.0,3170.0,2451.0,1941.0,1013.0,1680.7,3104.6,3249.0,3123.0,2981.7,3085.2,1119.0,598.0,1790.1,1785.0,2687.0,1776.0,3337.0,2894.0,1193.0,640.0,1129.0,507.0,1210.0,1161.0,2072.0,2074.0,1141.0,2054.0,1723.0,2785.0,2379.0,2097.0,1792.0,1537.0,1838.7,1067.0,2444.0,2788.5,2361.0,1483.0,1118.0,776.0,1877.0,1056.0,1302.0,1589.0,2084.0,768.0,2573.0,1089.0,2111.0,1277.6,1463.0,2661.2,1599.0,2587.0,1982.0,1856.0,2130.0,2094.0,2205.0,706.0,1508.0,1876.0,2714.2,295.0,2740.0,0.0,1216.0,1728.0,1946.0,2093.0,502.0,1906.0,2608.0,2514.8,2543.0,1228.6,986.0,1502.6,1069.0,158.0,915.0,1588.0,816.0,1720.0,1335.0,2142.0,2047.0,939.0,983.0,2568.0,2239.0,1036.0,532.0,380.0,1318.0,2097.0,1906.0,1585.0,1852.0,414.0,2215.0,1543.0,1113.0,955.0,2186.0,1703.0,681.0,2200.0,1129.0,1624.0,2239.4,1295.0,1397.6,2511.0,1354.0,969.0,954.0,2287.0,1460.0,2145.0,1019.0,2594.0,1083.0,2947.0,689.0,2247.1,2549.5,1842.0,1296.0,345.0,2567.0,783.0,736.0,2110.0,1453.0,1432.0,1223.0,1108.0,1411.0
Dayton(Ohio),inf,inf,966.0,inf,inf,1288.0,inf,inf,980.0,367.0,429.0,326.0,inf,1113.0,inf,289.0,inf,inf,1541.0,3874.0,816.0,282.0,1049.3,1604.2,inf,597.0,630.9,1635.0,343.0,inf,1819.0,2513.0,3173.0,1293.0,3383.0,508.0,1596.7,465.0,907.0,1622.7,3396.0,906.0,1525.0,660.0,839.0,660.0,2052.0,415.0,389.0,410.0,431.0,537.0,585.0,1498.0,1384.0,1097.0,522.0,1467.0,1193.0,1501.0,844.0,1281.0,653.0,476.7,1435.6,1580.0,1454.0,1312.7,1416.2,967.0,1114.0,1127.0,1586.0,1065.0,782.0,1668.0,1225.0,1044.0,1631.0,691.0,742.0,1343.0,107.0,845.0,776.0,411.0,807.4,1348.0,1626.0,2059.0,799.0,1094.0,312.0,679.7,227.0,1285.0,1629.5,1136.0,785.0,221.0,440.0,915.0,216.0,113.0,637.0,1779.0,1145.0,1414.0,581.9,944.0,538.0,1228.0,1502.2,410.0,1405.8,793.0,690.0,964.0,928.0,1016.0,745.0,319.0,1641.0,1543.0,1151.0,1581.0,1216.0,0.0,1493.0,757.0,934.0,990.0,1671.0,1449.0,1325.8,1384.0,484.0,478.9,712.0,844.0,1058.0,1272.0,840.0,392.0,972.0,1061.0,983.0,1085.0,1410.0,623.9,1394.8,1050.0,1231.0,1290.0,923.0,239.0,1862.0,1192.1,887.0,1212.0,1080.0,1026.0,354.0,670.0,314.0,997.0,1468.0,1439.0,1011.0,87.0,435.0,1050.4,333.0,414.0,1352.0,658.0,247.0,1614.0,1128.0,313.0,956.0,189.0,1406.8,716.0,1783.0,1447.0,1058.1,1360.5,656.0,853.0,1098.0,1389.8,537.0,1029.0,921.0,294.0,989.0,721.9,278.0,332.0
Jacksonville(Florida),inf,inf,inf,2399.0,1299.0,inf,1702.0,inf,inf,inf,inf,inf,inf,inf,602.0,inf,inf,1417.0,2237.0,916.0,2753.2,inf,2867.3,2001.0,inf,2963.0,inf,2133.0,3285.0,inf,1774.1,959.0,421.0,3188.2,1832.0,3143.2,3648.8999999999996,3607.0,2717.0,3674.8999999999996,1845.0,3075.2,3577.2,2744.0,2579.0,3273.0,555.0,1398.0,2273.0,1601.0,2529.0,1179.0,1872.0,2753.2,2639.2,931.0,1809.0,2722.2,2471.0,2756.2,1707.0,1019.0,1063.0,1730.7,2713.6,2835.2,2732.0,2667.9,2694.2,749.0,1273.0,826.0,227.0,1991.0,1044.0,2923.2,2450.2,1011.0,1198.0,1179.0,1512.0,661.0,1386.0,1828.0,1376.7,1749.0,1345.0,202.0,2548.6,553.0,1396.3,462.0,1780.0,2104.1,1553.0,2222.4,2544.1,1728.4,721.0,1285.0,1243.0,1159.0,1312.0,1579.0,985.0,357.0,960.0,2108.4,1835.9,1632.4,1924.7,265.0,2198.9,1561.0,2120.7,1529.5,1444.8,1530.0,1521.4,1687.4,1170.0,1470.0,226.0,2250.7,1436.0,2288.7999999999997,1728.0,1493.0,0.0,1349.4,1818.6,1415.0,322.0,2172.5,2033.5,2256.7,1866.0,1732.9,2149.7,769.0,1763.0,813.0,835.0,1556.0,921.0,432.0,1978.6,1331.0,1010.0,1852.0,2102.5,1721.4,772.0,1267.0,1726.0,1732.0,478.0,752.0,705.0,294.0,1883.0,1733.7,1514.0,752.0,1422.0,1714.4,116.0,1314.0,1727.4,1406.0,1461.0,1766.8,1289.0,1907.0,2200.2,955.7,1246.0,1214.0,1996.8,1709.0,1627.4,1430.0,2114.5,909.0,2490.7,1320.0,1769.6000000000001,2068.2,1407.0,569.0,1383.0,2097.5,1701.0,1188.0,1519.4,1332.0,444.0,1975.9,1519.0,1825.0
Silver Spring(Maryland),inf,inf,375.0,24.4,inf,53.0,721.4,inf,223.0,inf,inf,inf,inf,230.0,1621.4,inf,inf,1507.4,339.4,2319.4,178.2,inf,292.3,206.4,inf,313.0,inf,80.4,591.0,inf,501.4,1160.4,1820.4,701.2,2030.4,583.0,1161.9,1001.0,230.0,1187.9,2043.4,588.2,1090.2,206.0,33.5,735.0,802.4,576.0,711.0,385.0,967.0,1380.4,1422.0,1063.2,949.2,461.4,1359.0,1032.2,781.0,1066.2,55.0,645.4,1264.4,1141.0,1023.6,1145.2,1042.0,977.9000000000001,1004.2,1370.4,1514.4,566.4,1130.4,301.0,313.4,1233.2,760.2,875.4,2003.4,1295.4,1586.0,1675.4,1107.0,138.0,21.9,1025.0,12.4,1429.4,1191.2,1910.4,38.9,887.4,554.0,754.7,1115.0,873.0,1194.7,379.0,815.4,859.0,1177.0,190.4,906.0,682.0,447.4,1706.4,1687.4,759.0,1281.6,283.0,1072.0,1535.4,849.5,377.0,771.3,180.1,102.0,192.0,172.0,338.0,1335.4,438.0,1575.4,901.3,1744.4,939.4,1946.0,757.0,1349.4,0.0,469.2,1583.4,1671.4,823.1,684.1,907.3,1018.0,1160.9,1246.0,1386.4,1788.0,1728.4,535.4,1128.0,433.4,1478.4,629.2,352.4,1925.4,1305.9,753.1,372.0,1687.4,1883.4,1653.0,773.0,1827.4,669.4,652.4,1055.4,1810.0,384.3,435.0,1017.4,1050.0,365.0,1465.4,2032.4,378.0,817.0,322.0,417.4,654.0,948.0,850.8,682.4,977.0,2129.4,647.4,636.4,278.0,925.0,765.1,1192.4,1141.3,2040.4,420.2,718.8,139.8,1049.4,1691.4,748.1,1273.0,1622.4,170.0,499.0,1185.4,1403.9,1008.0,866.0
Binghamton(New York),538.0,367.0,95.0,inf,inf,417.0,inf,552.7,295.0,939.0,1152.0,862.0,447.7,428.0,inf,1126.0,inf,inf,808.0,3141.0,291.0,1224.0,364.3,1079.2,476.0,470.0,1353.9,1119.2,591.0,567.7,1303.2,1997.2,2657.2,232.0,2867.2,426.0,394.7,1001.0,254.0,365.2,2880.2,119.0,621.0,522.0,487.2,320.0,1604.2,892.0,711.0,701.0,967.0,1474.0,1422.0,594.0,480.0,1237.2,1359.0,563.0,291.0,597.0,468.2,1421.2,1590.0,1141.0,533.6,676.0,552.0,325.7,514.2,1904.0,2051.0,1342.2,1932.2,395.0,1115.2,764.0,291.0,1542.0,2568.0,1628.0,1586.0,2280.0,1107.0,331.2,479.2,1025.0,481.6,1898.6,722.0,2379.6,450.1,1356.6,654.0,338.0,1117.0,383.0,725.5,315.1,1284.6,1162.0,1381.0,659.6,1157.0,821.0,916.6,2175.6,2052.0,512.0,1283.6,217.0,1074.0,2004.6,600.2,572.0,526.0,308.0,413.0,524.5,346.0,322.0,1652.0,663.0,2044.6,651.2,2058.0,677.0,2093.0,934.0,1818.6,469.2,0.0,1897.0,2140.6,545.0,555.7,480.0,1020.0,1180.6,1248.0,1751.0,1935.0,2179.0,1004.5999999999999,1277.0,902.5999999999999,1947.6,160.0,764.0,2317.0,1325.6,507.0,355.0,2138.0,2197.0,1800.0,775.0,2296.6,1138.6,1121.6,1524.6,1957.0,306.0,630.0,1486.6,1227.0,297.3,1934.6,2346.0,272.0,994.0,638.0,283.0,970.0,950.0,448.0,1151.6,1154.0,2521.0,226.0,636.4,311.0,1102.0,533.0,1623.0,884.0,2354.0,288.0,531.0,450.8,1518.6,2005.0,506.0,1422.0,1936.0,487.0,806.0,1654.6,1423.6,1049.0,868.0
Jonesboro(Arkansas),inf,inf,inf,1605.0,495.0,inf,908.0,inf,inf,inf,inf,inf,inf,inf,937.0,inf,inf,122.0,1643.0,1635.0,2159.2,inf,2273.3,1407.0,inf,2369.0,inf,1539.0,2691.0,inf,1180.1,456.0,1116.0,2682.2,467.0,2637.2,3142.8999999999996,3101.0,2211.0,3168.8999999999996,480.0,2569.2,3071.2,2238.0,2073.0,2767.0,1271.0,1388.0,2263.0,1591.0,2519.0,676.0,1369.0,2714.0,2600.0,1304.0,1306.0,2683.0,2409.0,2717.0,1998.0,1488.0,560.0,1227.7,2651.6,2796.0,2670.0,2528.7,2632.2,666.0,145.0,1337.1,1332.0,2234.0,1323.0,2884.0,2441.0,740.0,504.0,676.0,697.0,757.0,883.0,1969.0,1632.7,1246.0,1601.0,1270.0,2682.0,1926.0,1652.3,1339.0,1277.0,1676.7,1050.0,2282.0,2626.5,1992.4,1030.0,812.0,740.0,1495.0,809.0,1076.0,1136.0,1631.0,463.0,2342.4,1279.0,1829.0,1421.7,1150.0,2432.9,1373.0,2354.7,1756.0,1574.0,1775.4,1755.4,1921.4,253.0,1282.0,1563.0,2484.7,211.0,2522.7999999999997,502.0,990.0,1415.0,1583.4,1897.0,0.0,1593.0,2406.5,2267.5,2347.0,1363.0,1176.0,1646.7,764.0,348.0,605.0,1135.0,1006.0,1267.0,983.0,1946.0,1619.0,728.0,1173.0,2336.5,1955.4,725.0,396.0,570.0,1229.0,1784.0,1453.0,1132.0,1399.0,604.0,1967.7,1317.0,660.0,919.0,1948.4,1390.0,545.0,1961.4,903.0,1345.0,2000.8,1013.0,1404.0,2315.0,901.0,743.0,818.0,2091.0,1276.0,1861.4,927.0,2348.5,630.0,2724.7,553.0,2003.6000000000001,2302.2,1560.0,843.0,210.0,2331.5,973.0,283.0,1753.4,1177.0,979.0,1413.0,1016.0,1322.0
